River Name,Monitoring Station / Location,State,,pH,Temperature (°C),Turbidity (NTU),DO (mg/L),BOD (mg/L),COD (mg/L),Total Coliform (MPN/100ml),EC (µS/cm),Data Source / Year,Completeness_Flag,synthetic_flag
Ganga,Kolkata (Hooghly),West Bengal,,7.01,24.78,,5.49,3.39,68.3,55963,,synthetic_generated_2025,1,1
Ganga,Kolkata (Hooghly),West Bengal,,6.54,22.99,13.14,4.36,5.53,21,39621,192.4,synthetic_generated_2025,1,1
Ganga,Kolkata (Hooghly),West Bengal,,6.35,27.26,10.29,4.1,,54.1,43836,346.9,synthetic_generated_2025,0,1
Ganga,Kolkata (Hooghly),West Bengal,,,19.68,15.55,3.55,7.92,35.3,39531,556.1,synthetic_generated_2025,0,1
Ganga,Kolkata (Hooghly),West Bengal,,6.23,31.64,10.66,,10.37,34.5,35011,296.2,synthetic_generated_2025,0,1
Ganga,Kolkata (Hooghly),West Bengal,,6.2,32.35,11.34,5.32,,63.7,53091,382.9,synthetic_generated_2025,0,1
Ganga,Kolkata (Hooghly),West Bengal,,6.43,,,5.49,2.29,39.7,2641,508.4,synthetic_generated_2025,0,1
Ganga,Kolkata (Hooghly),West Bengal,,6.85,29.96,7.09,2.71,8.97,31,7861,413.5,synthetic_generated_2025,1,1
Ganga,Kolkata (Hooghly),West Bengal,,6.72,27.19,12.9,,3.47,38.6,44678,248.1,synthetic_generated_2025,0,1
Ganga,Kolkata (Hooghly),West Bengal,,6.68,19.39,13.15,7.48,13.7,50.8,28982,282,synthetic_generated_2025,1,1
Ganga,Kolkata (Hooghly),West Bengal,,,13.88,14.58,4.63,3.89,40.2,22859,,synthetic_generated_2025,0,1
Ganga,Kolkata (Hooghly),West Bengal,,6.32,21.89,13.41,3.38,11.33,63.1,20109,301.9,synthetic_generated_2025,1,1
Ganga,Kolkata (Hooghly),West Bengal,,6.62,32.37,1.03,3.79,7.46,27.6,5993,438.5,synthetic_generated_2025,1,1
Ganga,Kolkata (Hooghly),West Bengal,,6.43,25.16,6.93,5.19,5.55,47.9,15444,606.4,synthetic_generated_2025,1,1
Ganga,Kolkata (Hooghly),West Bengal,,6.58,27.28,11.59,9.05,6.94,32.8,796,378.6,synthetic_generated_2025,1,1
Ganga,Kolkata (Hooghly),West Bengal,,6.33,29.38,15.48,6.93,1.3,49.7,16624,209.1,synthetic_generated_2025,1,1
Ganga,Kolkata (Hooghly),West Bengal,,6.69,25.64,16.04,6.54,6.15,41.1,5467,613.8,synthetic_generated_2025,1,1
Ganga,Kolkata (Hooghly),West Bengal,,6.62,25.15,4.76,4.93,,45.1,34748,269.4,synthetic_generated_2025,0,1
Ganga,Kolkata (Hooghly),West Bengal,,6.44,34.35,12.61,5.12,6.49,52.1,1422,443.7,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.18,30.78,5.71,5.65,2.49,20.5,3920,244.7,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.14,,0.77,7.09,2.49,36.5,1004,297.5,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.47,15.82,1.85,5.2,0.96,22.8,12126,309,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.16,16.63,4.18,7.8,3.61,8.8,15675,468.2,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.12,25.38,5.62,5.36,8.12,15.4,10473,425.2,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.73,23.08,0.78,,6.63,28.8,1725,502.6,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.44,,,7.44,1.91,28.3,20739,319.5,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.97,18.36,0.05,9.15,4.05,34.3,3371,418.5,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.9,23.51,3.96,5.95,0.39,29,7160,438.6,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.77,28.31,,5.29,0.45,33.2,3234,511.4,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.65,21,5.42,6.92,5.02,40.8,11819,449,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.9,25.44,8.19,5.18,5.22,30.3,6177,520.7,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.2,22.16,0.26,8.15,2.29,54.5,5064,636,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.06,22.64,7.11,6.9,2.68,,6396,296,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.13,23.51,5.69,6.44,5.09,27,16039,335.2,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.95,26.43,0.9,8.89,2.8,27.5,8593,367.1,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.88,32.85,6.44,7.98,4.27,30.7,15352,643.3,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.09,27.2,1.84,6.55,5.33,29.2,10148,,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.42,29.23,13.23,5.22,2.62,34.4,16843,,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.05,17.88,7.59,6.04,5.94,37.8,,453.7,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.95,19.92,9.6,,1.1,1.2,2749,545.1,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.25,27.52,7.09,4.9,4.7,7,13056,411,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.14,18.8,5.85,4.54,1.19,19.3,4300,,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.86,23.38,8.78,5.9,1.83,35.6,9595,419.4,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.19,25.85,,5.29,7.18,41.7,738,455.7,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.95,29.08,9.78,6.69,3.06,34.4,10921,460.9,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.35,19.03,9.1,,4.12,27.3,4171,,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.22,18.16,8.02,5.94,3.85,50,6821,470.6,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.81,34.87,0.64,4.99,3.58,27.6,2637,241,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.75,26.32,8.78,8.35,8.4,,14831,59.6,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.96,25.98,12.35,6.04,,48.1,11160,610.7,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.55,26.19,5.3,8.68,,29.1,13944,331.9,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.35,,9.23,7.4,0.06,29.9,6426,244,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.92,21.97,8.76,8.46,9.82,22.6,2925,,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.92,28.32,9.88,7.76,5.52,32.5,12766,144.4,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.04,21.51,,6.75,2.99,29.4,11774,446.2,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.26,31.19,8.95,,2.38,24.6,,413.8,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.71,27.51,10.22,9.43,3.63,26.5,3372,515.1,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.78,28.44,14.44,5.98,9.05,38.3,358,405.7,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.71,21.56,4.33,,3.39,21.3,12558,424.5,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.66,23.61,4.88,,5.56,28.2,15091,405.9,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.18,14.1,4.28,7.59,3.62,22.8,5503,138.8,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.99,18.19,8.3,,4.91,40.8,8182,513.4,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.78,29.36,7.51,5.65,5.71,28.4,2658,294.4,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.88,27.72,12.33,4.99,5.21,38.3,7429,528.6,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.21,12.41,5.99,6.03,5.29,28.1,7488,276.4,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.29,,3.85,3.92,,32.5,5219,221.3,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.51,23.26,2.15,6.96,2.05,47.2,16421,360.3,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.87,19.57,6.46,,6.55,18.8,11286,370.3,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,,21.58,1.07,5.23,7.78,32.5,9274,346.1,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,,24.52,1.22,6.5,,,1248,497.1,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,,20.04,3.47,7.63,7.47,29.6,8723,356.1,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,,20.43,7.64,5.08,,41,12425,,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.77,26.41,0.37,5.64,4.26,7.4,12613,133.6,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.94,25.35,8.23,3.83,4.51,25.9,15331,467.3,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.7,31.89,0.05,5.55,,,5053,240.5,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.06,21.75,12.7,,6.67,37.9,11118,230.7,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.98,22.21,7.01,6,3.95,34.6,5407,394.6,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.93,39.99,10.97,5.36,5.99,,3339,251.6,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7,21.27,11.61,10.03,,12.8,8701,355.3,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.06,17.21,10.25,6.63,4.3,24,3238,418.1,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.46,17.33,2.18,5.44,,46.4,1518,549.8,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.78,27.19,11.37,6.47,,,12983,265.6,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.67,34.69,7.92,7.37,0.97,37.8,5862,221.3,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.44,23.79,10.77,6.4,7.56,34.5,3029,393.1,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.01,26.83,1.19,8.09,6.51,16.3,16194,343,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.77,18.35,6.92,4.74,5.11,26.6,10966,213.9,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.71,29.41,,4.86,8.43,41.1,20441,335.6,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.73,19.53,7.57,,6.37,25.8,4512,430.8,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.32,28.69,12.27,10.26,7.36,39.3,,237.7,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.53,31.17,11.34,6.08,5.82,26.1,9730,471.1,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.28,,2.73,,5.85,29.9,17532,228.4,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.08,21.77,7.72,7.02,2.53,21,11069,382.8,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.01,,6.4,7.96,3.79,24.6,19987,561.2,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.3,29.68,8.15,4.63,3.52,38.2,9502,479.1,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.84,,7.3,7.87,5.4,,,368,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.78,23.12,10.57,8.13,4.35,20.6,7512,631,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.87,27.94,6.64,7.41,3.49,43.7,7583,463.3,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.99,13.26,7.85,6.64,,22.5,1034,400.2,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.93,33.62,4.92,7.17,4.17,46.3,,394,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.22,22.81,0.48,6,5.33,36,16154,248.7,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.56,26.07,3.07,8.5,5.32,28.3,4153,200.6,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.56,25.29,5.13,5.84,3.1,,6646,,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.79,32.62,2.8,6.05,3.05,22.6,8147,367.7,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.17,28.48,6.82,6.45,3.63,22.4,7418,225.8,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.8,20.24,9.37,6.75,8.19,39.7,3612,480.8,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.21,33.98,0.68,8.02,3.54,33.5,1924,442.9,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.17,24.52,8.12,6.35,4.93,35.7,5612,231.9,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,,28.7,5.26,5.96,,24.7,,512.7,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.88,25.71,9.08,5.95,4.16,27.6,14983,349.1,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.87,18.35,7.74,7.28,5.18,19.1,3525,408.1,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.63,21.96,3.48,9.07,7.83,37.3,5941,524.1,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.68,29.89,5.66,7.22,8.14,22.8,7139,568.4,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.79,24.65,2.22,6.67,6.85,15.8,,306.7,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.33,26.74,3.18,6.62,3.76,31.6,5481,298.8,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.59,27.08,0.7,5.31,3.78,45.4,1562,381.5,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.09,29.24,,5.8,2.89,37.7,7584,341.5,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.89,18.75,0.69,5.09,4.09,,9618,416.9,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.95,,5.97,7.48,2.86,12.3,2159,508.3,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.14,27.9,0.35,6.49,4.11,14.7,8095,349.9,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.44,24.68,1.05,5.41,5.55,17.3,,665.8,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.14,31.68,1.42,5.89,6.19,32.9,14611,441.8,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.24,,8.01,5.29,3.4,38.4,16541,147.1,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.49,,7.85,7.44,,,8173,537.4,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.92,27.93,7.59,5.31,2.63,29.7,11957,603.5,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.79,34.55,2.04,5.29,3.1,18,8091,510.7,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.93,24.25,6.36,6.03,3.39,11.5,4607,465.8,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.3,23.13,1.14,3.79,3.71,34,3813,253.6,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.04,21.76,6.12,,2.78,19.2,12704,372.8,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,,20.92,0.34,5.15,3.77,14,293,505.1,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.53,25.48,7.34,3.87,8.39,33.1,12031,240.1,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.79,27.82,2.64,6.19,5.73,23,11903,446.4,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.74,24.02,0.55,5.37,5.68,24.9,12263,415.9,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.05,27.69,,5.64,7.35,48.6,2426,299.7,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.94,26.65,7.01,,5.13,42.4,5995,398.3,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.33,28.13,2.25,8.54,4.84,22.8,14627,439.4,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,6.7,26.35,6.03,5.07,6.34,38.4,6261,356.2,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7,27.55,8.02,5.4,,30.4,9632,414.7,synthetic_generated_2025,0,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.42,14.04,,7.91,3.76,46,,246.5,synthetic_generated_2025,1,1
Yamuna,Allahabad Confluence,Uttar Pradesh,,7.36,,,4.45,0.19,32.4,11935,387.6,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,6.76,,1.48,6.96,5.31,44.6,8052,169,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,6.91,28.95,,7.84,5.19,27.9,9272,377.9,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.77,24.08,11.4,,3.31,12.4,17081,,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,7.15,29.35,8.57,6.35,4.43,37.8,12656,520.2,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,,26.51,4.82,6.35,6.24,29.6,4650,525.9,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,7.16,22.24,0.03,7.74,2.26,32.7,7208,399.5,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.07,20.55,9.71,6.64,4.03,,14038,572.4,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.61,21.09,1.89,5.72,1.85,26,3720,425.1,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.79,20.94,8.81,4.39,4.34,,11594,209,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.05,27.8,,4.59,4.67,17.7,2808,491.9,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.05,18.93,1.79,8.76,2.06,35.3,17064,397.7,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.86,28.49,3.26,6.83,4.58,25.9,7906,591.6,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.61,25.65,8.16,6.68,4.28,26.7,22799,,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.65,22.02,5.81,4.64,5.51,20.4,710,250.3,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.66,28.11,8.21,6.16,5.38,25.5,3037,,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.97,18.41,5.22,7.14,6.03,45.6,11121,413.2,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.16,19.43,8.16,5.24,0.36,28.4,9546,366.2,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.09,26.58,3.5,4.62,3.5,32.8,5331,,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,,,,6.64,6.1,53,5042,304.2,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,6.54,29.42,10.63,7.51,1.29,36.1,2036,387,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.61,,10.93,7.35,3.15,4.8,12588,424,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,7.01,,8.72,5.47,5.35,20.8,16019,443.9,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,7.39,25.76,9.05,,4.49,30.7,,457.6,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,6.75,,3.73,,6.58,35.1,11795,458.7,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,6.48,,8.19,5.16,6.42,35.1,10284,463.8,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,6.82,29.26,1.31,6.29,6.83,39.1,15297,309.1,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.88,20.09,9.43,6.28,4.9,,8328,391.1,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,,28.3,10.51,4.72,4.14,19.4,,337,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,7.06,25.8,8.29,6.19,7.9,17.7,2355,163,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.16,21.22,16.35,8.1,3.44,19.1,7472,401.9,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.48,17.27,11.48,4.46,1.85,13.2,9502,239.2,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.04,19.51,8.2,,4.32,33.1,3648,186.9,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,6.82,25.97,10.42,5.82,6.33,29.5,12406,395.5,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.02,,9.91,5.77,0.93,30.7,15140,571,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,7.25,28.61,9.24,,8.35,34.8,9483,288.7,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,6.96,25.28,1.05,6.34,3.75,29.8,,626.3,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.44,25.29,,8.27,1.51,5,12616,489.3,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.74,26.58,10.78,6.96,6.98,35.6,10576,424,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,,17.21,6.34,4.88,1.52,29.8,3417,421.4,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,6.96,26.2,2.7,7.01,1.78,,7320,462.4,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.06,21.12,10.93,4.75,5.47,19.9,3077,,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.95,26.11,3.54,6.26,5.29,21.4,14535,522.3,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.64,25.59,9.62,5.94,6.93,22.5,11602,223.4,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.61,19.38,11.01,7.09,2.03,12.3,4249,157.8,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.33,,5.41,6.32,2.19,27.3,9460,512.6,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,6.83,30.06,5.35,4.68,4.06,34.6,9464,318.6,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.24,30.45,8.78,6.92,2.4,19.3,2925,470.2,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.92,22.33,10.74,6.56,4.53,22,12051,259.4,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.03,25.3,1.58,6.32,5.03,,13722,454.4,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.04,31.15,6.96,5.5,,36,,218.5,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,,,0.13,6.49,,39.2,7845,226.7,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,7.06,19.71,9.98,7.93,2.47,27,13968,379.8,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.04,18.46,2.98,8.36,4.61,39.3,9392,537.7,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.87,19.86,1.61,7.47,5.53,29.3,11049,397.1,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.15,18.43,4.33,6.51,4.97,,966,373.5,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.86,,4.53,7.62,7.02,54.4,18149,236.4,synthetic_generated_2025,0,1
Yamuna,Etawah,Uttar Pradesh,,6.85,26.97,10.14,7.08,4.88,,2641,320.4,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.04,16.85,0.85,6.02,6.11,9.2,12730,336.8,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.89,25.77,4.62,4.31,6.02,17.5,7594,398.4,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,7.35,25.69,9.13,8.25,7.21,26.1,14218,409.9,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.96,23.74,13.05,7.07,3.35,27.2,14337,291.7,synthetic_generated_2025,1,1
Yamuna,Etawah,Uttar Pradesh,,6.99,23.18,0.23,6.33,1.03,26.3,,459.7,synthetic_generated_2025,1,1
